,0
1065,1175.0
1066,1304.0
1067,928.0
1068,1554.0
1069,991.0
1070,1139.0
1071,1465.0
1072,1127.0
1073,1204.0
1074,1257.0
1075,1085.0
1076,1188.0
1077,1343.0
1078,997.0
1079,1454.0
1080,933.0
1081,1251.0
1082,1075.0
1083,1051.0
1084,1125.0
1085,923.0
1086,1179.0
1087,1131.0
1088,1043.0
1089,1034.0
1090,1435.0
1091,1062.0
1092,1223.0
1093,1442.0
1094,1111.0
1095,1019.0
1096,1195.0
1097,1253.0
1098,1073.0
1099,881.0
1100,1205.0
1101,1226.0
1102,912.0
1103,1042.0
1104,1353.0
1105,944.0
1106,1089.0
1107,1018.0
1108,1099.0
1109,1080.0
1110,1200.0
1111,1393.0
1112,1155.0
1113,829.0
1114,1385.0
1115,1223.0
1116,1162.0
1117,1171.0
1118,1055.0
1119,1151.0
1120,1140.0
1121,1195.0
1122,1136.0
1123,891.0
1124,1038.0
1125,1120.0
1126,1493.0
1127,1228.0
1128,1269.0
1129,978.0
1130,1281.0
1131,1476.0
1132,1163.0
1133,1317.0
1134,930.0
1135,1228.0
1136,913.0
1137,1019.0
1138,831.0
1139,1144.0
1140,1186.0
1141,1096.0
1142,971.0
1143,1125.0
1144,985.0
1145,760.0
1146,1065.0
1147,1345.0
1148,1185.0
1149,982.0
1150,1565.0
1151,1071.0
1152,1351.0
1153,1076.0
1154,1343.0
1155,1312.0
1156,1378.0
1157,1078.0
1158,1071.0
1159,1183.0
1160,1115.0
1161,1212.0
1162,1227.0
1163,1240.0
1164,1417.0
1165,1165.0
1166,1403.0
1167,1290.0
1168,1207.0
1169,1209.0
1170,887.0
1171,1512.0
1172,1477.0
1173,1268.0
1174,916.0
1175,948.0
1176,1164.0
1177,1262.0
1178,1132.0
1179,852.0
1180,966.0
1181,1650.0
1182,1430.0
1183,1487.0
1184,1097.0
1185,1260.0
1186,1247.0
1187,1111.0
1188,966.0
1189,1243.0
1190,1321.0
1191,1026.0
1192,1036.0
1193,1412.0
1194,1173.0
1195,1277.0
1196,1117.0
1197,1111.0
1198,1054.0
1199,1014.0
1200,1431.0
1201,1038.0
1202,1175.0
1203,1193.0
1204,1459.0
1205,1035.0
1206,1081.0
1207,1102.0
1208,1127.0
1209,1406.0
1210,1283.0
1211,955.0
1212,930.0
1213,1344.0
1214,1212.0
1215,975.0
1216,1044.0
1217,1132.0
1218,1267.0
1219,1222.0
1220,981.0
1221,1396.0
1222,1299.0
1223,885.0
1224,980.0
1225,1311.0
1226,923.0
1227,1067.0
1228,1380.0
1229,1392.0
1230,1208.0
1231,1167.0
1232,1125.0
1233,1331.0
1234,1046.0
1235,908.0
1236,1342.0
1237,1161.0
1238,1123.0
1239,1207.0
1240,1184.0
1241,1334.0
1242,1179.0
1243,1144.0
1244,1538.0
1245,1187.0
1246,1176.0
1247,1122.0
1248,1118.0
1249,925.0
1250,934.0
1251,1003.0
1252,1268.0
1253,1280.0
1254,1558.0
1255,1222.0
1256,1055.0
1257,1325.0
1258,1071.0
1259,1143.0
1260,1219.0
1261,1112.0
1262,1134.0
1263,1462.0
1264,1007.0
1265,1349.0
1266,962.0
1267,1040.0
1268,1018.0
1269,939.0
1270,1115.0
1271,1258.0
1272,1042.0
1273,1145.0
1274,957.0
1275,781.0
1276,1141.0
1277,1054.0
1278,1341.0
1279,1325.0
1280,1098.0
1281,1107.0
1282,1209.0
1283,1135.0
1284,1123.0
1285,1075.0
1286,1050.0
1287,945.0
1288,1344.0
1289,965.0
1290,1224.0
1291,1045.0
1292,1274.0
1293,904.0
1294,1160.0
1295,1298.0
1296,1200.0
1297,868.0
1298,1198.0
1299,1074.0
1300,1101.0
1301,1146.0
1302,1185.0
1303,1024.0
1304,1235.0
1305,1382.0
1306,1537.0
1307,960.0
1308,899.0
1309,1101.0
1310,1186.0
1311,1289.0
1312,907.0
1313,1111.0
1314,1262.0
1315,1158.0
1316,928.0
1317,1053.0
1318,979.0
1319,1364.0
1320,1179.0
1321,1062.0
1322,1098.0
1323,1131.0
1324,1255.0
1325,1185.0
1326,991.0
1327,1238.0
1328,1148.0
1329,1432.0
1330,939.0
1331,1176.0
1332,1213.0
1333,1093.0
1334,1072.0
1335,942.0
1336,1173.0
1337,1123.0
1338,1375.0
1339,1511.0
1340,1083.0
1341,929.0
1342,942.0
1343,1018.0
1344,949.0
1345,862.0
1346,994.0
1347,1276.0
1348,1191.0
1349,1332.0
1350,1270.0
1351,926.0
1352,992.0
1353,942.0
1354,888.0
1355,1487.0
1356,1121.0
1357,1111.0
1358,1350.0
1359,1035.0
1360,819.0
1361,1127.0
1362,1122.0
1363,1125.0
1364,1199.0
1365,1223.0
1366,1287.0
1367,1356.0
1368,1292.0
1369,1190.0
1370,1223.0
1371,1438.0
1372,1340.0
1373,1494.0
1374,849.0
1375,1396.0
1376,1201.0
1377,1378.0
1378,1402.0
1379,1023.0
1380,1227.0
1381,962.0
1382,1217.0
1383,1373.0
1384,1273.0
1385,1116.0
1386,1117.0
1387,1149.0
1388,1304.0
1389,1359.0
1390,1129.0
1391,1343.0
1392,1242.0
1393,1363.0
1394,1459.0
1395,1081.0
1396,1092.0
1397,1240.0
1398,1601.0
1399,1224.0
1400,1349.0
1401,1024.0
1402,1355.0
1403,1286.0
1404,1255.0
1405,1217.0
1406,895.0
1407,1111.0
1408,1206.0
1409,1241.0
1410,1313.0
1411,1453.0
1412,1194.0
1413,1242.0
1414,1133.0
1415,1360.0
1416,1208.0
1417,883.0
1418,1266.0
1419,1410.0
1420,1310.0
1421,1210.0
1422,1091.0
1423,1346.0
1424,1192.0
1425,1481.0
1426,1158.0
1427,1441.0
1428,1160.0
1429,1188.0
1430,1207.0
1431,1136.0
1432,1167.0
1433,1192.0
1434,839.0
1435,1044.0
1436,1347.0
1437,1069.0
1438,1023.0
1439,1209.0
1440,1139.0
1441,1368.0
1442,1167.0
1443,1103.0
1444,1015.0
1445,1061.0
1446,1273.0
1447,1411.0
1448,1122.0
1449,1296.0
1450,1298.0
1451,1239.0
1452,969.0
1453,1124.0
1454,942.0
1455,894.0
1456,1384.0
1457,1177.0
1458,1487.0
1459,1213.0
1460,1026.0
1461,1425.0
1462,1049.0
1463,1097.0
1464,1360.0
1465,1265.0
1466,1503.0
1467,1057.0
1468,1156.0
1469,1023.0
1470,858.0
1471,1152.0
1472,1502.0
1473,1419.0
1474,1246.0
1475,1170.0
1476,1154.0
1477,1295.0
1478,1284.0
1479,1152.0
1480,1105.0
1481,1372.0
1482,1313.0
1483,1077.0
1484,1204.0
1485,845.0
1486,1024.0
1487,1088.0
1488,1069.0
1489,1048.0
1490,1111.0
1491,863.0
1492,1138.0
1493,1138.0
1494,1130.0
1495,1120.0
1496,898.0
1497,955.0
1498,1071.0
1499,1172.0
1500,1392.0
1501,1074.0
1502,1417.0
1503,990.0
1504,1441.0
1505,1106.0
1506,1178.0
1507,997.0
1508,1128.0
1509,1119.0
1510,1342.0
1511,1303.0
1512,1334.0
1513,1058.0
1514,1373.0
1515,999.0
1516,886.0
1517,925.0
1518,933.0
1519,895.0
1520,1116.0
1521,997.0
1522,1192.0
1523,1098.0
1524,1005.0
1525,1030.0
1526,1349.0
1527,1222.0
1528,1181.0
1529,1174.0
1530,955.0
1531,1196.0
1532,1192.0
1533,1095.0
1534,1318.0
1535,1352.0
1536,1299.0
1537,1042.0
1538,1426.0
1539,998.0
1540,1172.0
1541,1161.0
1542,1067.0
1543,1212.0
1544,1043.0
1545,1006.0
1546,1025.0
1547,1332.0
1548,1330.0
1549,1516.0
1550,1275.0
1551,1284.0
1552,1032.0
1553,989.0
1554,1124.0
1555,1273.0
1556,1112.0
1557,1375.0
1558,718.0
1559,1033.0
1560,1127.0
1561,1378.0
1562,1140.0
1563,1294.0
1564,1049.0
1565,1201.0
1566,1226.0
1567,1226.0
1568,1162.0
1569,1076.0
1570,1251.0
1571,472.0
1572,1112.0
1573,1164.0
1574,1209.0
1575,999.0
1576,939.0
1577,877.0
1578,1277.0
1579,1233.0
1580,1126.0
1581,1141.0
1582,1070.0
1583,1299.0
1584,1229.0
1585,1083.0
1586,1080.0
1587,1187.0
1588,927.0
1589,952.0
1590,1070.0
1591,1371.0
1592,1261.0
1593,1291.0
1594,1411.0
1595,1206.0
1596,1062.0
1597,1140.0
1598,755.0
1599,918.0
1600,1031.0
1601,1489.0
1602,1021.0
1603,1318.0
1604,1143.0
1605,1072.0
1606,1321.0
1607,1345.0
1608,1130.0
1609,909.0
1610,1080.0
1611,1153.0
1612,868.0
1613,950.0
1614,1321.0
1615,1424.0
1616,1027.0
1617,1266.0
1618,998.0
1619,1381.0
1620,1253.0
1621,1195.0
1622,1205.0
1623,1321.0
1624,1217.0
1625,931.0
1626,1402.0
1627,1018.0
1628,1073.0
1629,1230.0
1630,1204.0
1631,1218.0
1632,1303.0
1633,920.0
1634,1258.0
1635,1038.0
1636,945.0
1637,1015.0
1638,1258.0
1639,1023.0
1640,1208.0
1641,1124.0
1642,1467.0
1643,1179.0
1644,1080.0
1645,1198.0
1646,1307.0
1647,1498.0
1648,1039.0
1649,1081.0
1650,1015.0
1651,1024.0
1652,1274.0
1653,961.0
1654,1204.0
1655,1058.0
1656,1051.0
1657,1368.0
1658,1330.0
1659,1043.0
1660,1193.0
1661,1295.0
1662,1355.0
1663,1012.0
1664,1297.0
1665,1265.0
1666,1363.0
1667,1299.0
1668,1356.0
1669,1072.0
1670,1066.0
1671,995.0
1672,1052.0
1673,801.0
1674,967.0
1675,1506.0
1676,1353.0
1677,822.0
1678,1026.0
1679,1137.0
1680,1097.0
1681,1046.0
1682,1336.0
1683,1188.0
1684,1366.0
1685,1084.0
1686,991.0
1687,1081.0
1688,922.0
1689,1141.0
1690,1016.0
1691,1272.0
1692,1243.0
1693,1043.0
1694,1139.0
1695,1150.0
1696,1437.0
1697,1072.0
1698,1102.0
1699,1089.0
1700,1075.0
1701,1169.0
1702,1131.0
1703,1290.0
1704,1217.0
1705,1303.0
1706,1201.0
1707,1023.0
1708,855.0
1709,1124.0
1710,1145.0
1711,1477.0
1712,1073.0
1713,1227.0
1714,1153.0
1715,1136.0
1716,1017.0
1717,1169.0
1718,1347.0
1719,1389.0
1720,1231.0
1721,1082.0
1722,1049.0
1723,1089.0
1724,1347.0
1725,1317.0
1726,1239.0
1727,1088.0
1728,992.0
1729,1178.0
1730,1097.0
1731,1155.0
1732,1096.0
1733,1200.0
1734,1013.0
1735,991.0
1736,1170.0
1737,1129.0
1738,1191.0
1739,1397.0
1740,1020.0
1741,1014.0
1742,1167.0
1743,951.0
1744,974.0
1745,1018.0
1746,1133.0
1747,1233.0
1748,1307.0
1749,1007.0
1750,1156.0
1751,996.0
1752,801.0
1753,894.0
1754,1369.0
1755,1318.0
1756,941.0
1757,1229.0
1758,1118.0
1759,966.0
1760,1262.0
1761,1228.0
1762,992.0
1763,825.0
1764,1354.0
1765,983.0
1766,967.0
1767,1373.0
1768,1069.0
1769,1006.0
1770,1264.0
1771,1157.0
1772,1243.0
1773,1302.0
1774,1160.0
1775,1106.0
1776,1475.0
1777,1279.0
1778,1399.0
1779,876.0
1780,1338.0
1781,1018.0
1782,1057.0
1783,864.0
1784,1646.0
1785,1107.0
1786,1563.0
1787,1130.0
1788,832.0
1789,1125.0
1790,1263.0
1791,1164.0
1792,1167.0
1793,1374.0
1794,1241.0
1795,1358.0
1796,1376.0
1797,1181.0
1798,1111.0
1799,1193.0
1800,1397.0
1801,791.0
1802,1033.0
1803,1574.0
1804,1286.0
1805,1398.0
1806,1224.0
1807,937.0
1808,1340.0
1809,1234.0
1810,1067.0
1811,1211.0
1812,1522.0
1813,972.0
1814,1063.0
1815,1214.0
1816,1351.0
1817,981.0
1818,1180.0
1819,787.0
1820,1139.0
1821,1199.0
1822,1124.0
1823,1201.0
1824,1541.0
1825,1206.0
1826,1136.0
1827,1452.0
1828,1377.0
1829,1222.0
1830,1075.0
1831,788.0
1832,952.0
1833,1273.0
1834,1270.0
1835,1193.0
1836,1289.0
1837,1142.0
1838,1162.0
1839,1421.0
1840,1158.0
1841,785.0
1842,1254.0
1843,1088.0
1844,1287.0
1845,1067.0
1846,1283.0
1847,1229.0
1848,1261.0
1849,1210.0
1850,1057.0
1851,1182.0
1852,1000.0
1853,897.0
1854,1212.0
1855,968.0
1856,1443.0
1857,1202.0
1858,1262.0
1859,1099.0
1860,1167.0
1861,1269.0
1862,1330.0
1863,1048.0
1864,1245.0
1865,956.0
1866,1011.0
1867,1343.0
1868,1466.0
1869,925.0
1870,1153.0
1871,1236.0
1872,1427.0
1873,1238.0
1874,1243.0
1875,1294.0
1876,1083.0
1877,1061.0
1878,1244.0
1879,1003.0
1880,1218.0
1881,1371.0
1882,1395.0
1883,1363.0
1884,1372.0
1885,994.0
1886,1213.0
1887,1373.0
1888,1588.0
1889,1521.0
1890,1206.0
1891,1357.0
1892,1132.0
1893,1146.0
1894,1201.0
1895,1163.0
1896,1028.0
1897,1138.0
1898,1422.0
1899,1274.0
1900,1153.0
1901,1274.0
1902,1205.0
1903,1068.0
1904,1229.0
1905,1100.0
1906,1209.0
1907,967.0
1908,1300.0
1909,962.0
